Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Status,Refund_Amount,
RET00816,ORD010044,08-06-2024,Damaged,Refunded,14370,
RET00817,ORD014194,17-11-2025,Changed Mind,Refunded,28890,
RET00818,ORD009111,23-03-2025,Quality Issue,Processing,16423,
RET00819,ORD002713,30-12-2025,Wrong Item,Refunded,25017,
RET00820,ORD005884,09-06-2024,Quality Issue,Refunded,10850,
RET00821,ORD023164,13-11-2024,Changed Mind,Refunded,20804,
RET00822,ORD002099,09-12-2025,Wrong Item,Refunded,20373,
RET00823,ORD026444,21-03-2024,Size/Fit Issue,Refunded,7478,
RET00824,ORD004831,14-02-2026,Damaged,Refunded,8239,
RET00825,ORD003819,21-09-2026,Wrong Item,Processing,25349,
RET00826,ORD022662,23-01-2025,Damaged,Refunded,8318,
RET00827,ORD005042,21-06-2026,Quality Issue,Refunded,14068,
RET00828,ORD019310,13-05-2024,Size/Fit Issue,Refunded,5040,
RET00829,ORD025841,23-05-2025,Quality Issue,Refunded,75875,
RET00830,ORD010524,17-04-2024,Changed Mind,Refunded,4517,
RET00831,ORD007434,07-08-2025,Damaged,Refunded,8998,
RET00832,ORD004140,06-10-2025,Changed Mind,Refunded,4970,
RET00833,ORD006252,22-11-2025,Quality Issue,Refunded,23081,
RET00834,ORD026759,14-07-2024,Changed Mind,Refunded,2050,
RET00835,ORD014901,14-09-2025,Late Delivery,Processing,2663,
RET00836,ORD016031,29-06-2025,Changed Mind,Refunded,18989,
RET00837,ORD028115,15-09-2024,Damaged,Refunded,8694,
RET00838,ORD027177,20-04-2025,Changed Mind,Refunded,14299,
RET00839,ORD005269,23-08-2024,Quality Issue,Refunded,26729,
RET00840,ORD029553,29-01-2025,Quality Issue,Refunded,9694,
RET00841,ORD022095,24-11-2024,Quality Issue,Refunded,24440,
RET00842,ORD027707,14-05-2025,Damaged,Processing,9594,
RET00843,ORD019512,22-07-2025,Late Delivery,Refunded,6423,
RET00844,ORD019875,27-11-2025,Wrong Item,Refunded,20525,
RET00845,ORD016101,24-08-2026,Wrong Item,Processing,17521,
RET00846,ORD015443,10-11-2024,Damaged,Refunded,13087,
RET00847,ORD028201,06-04-2025,Damaged,Refunded,27779,
RET00848,ORD003913,08-02-2025,Quality Issue,Refunded,14317,
RET00849,ORD010262,18-08-2024,Quality Issue,Refunded,2643,
RET00850,ORD021093,19-06-2026,Damaged,Processing,19188,
RET00851,ORD029138,22-02-2026,Size/Fit Issue,Refunded,7157,
RET00852,ORD002083,23-03-2026,Changed Mind,Refunded,2550,
RET00853,ORD006782,15-05-2025,Changed Mind,Refunded,26693,
RET00854,ORD026262,02-03-2024,Damaged,Refunded,3620,
RET00855,ORD011878,26-05-2024,Quality Issue,Refunded,1993,
RET00856,ORD005061,03-09-2024,Quality Issue,Refunded,2898,
RET00857,ORD005309,16-05-2025,Size/Fit Issue,Refunded,26362,
RET00858,ORD026190,05-07-2024,Size/Fit Issue,Refunded,369,
RET00859,ORD006021,05-08-2026,Size/Fit Issue,Refunded,30325,
RET00860,ORD018415,17-10-2025,Wrong Item,Refunded,18572,
RET00861,ORD000319,15-01-2026,Size/Fit Issue,Refunded,4801,
RET00862,ORD019149,19-01-2026,Late Delivery,Refunded,33267,
RET00863,ORD029016,16-04-2025,Late Delivery,Refunded,3263,
RET00864,ORD014099,05-02-2026,Size/Fit Issue,Refunded,23073,
RET00865,ORD026085,01-07-2025,Damaged,Refunded,22613,
RET00866,ORD028143,20-10-2025,Changed Mind,Refunded,6100,
RET00867,ORD026829,11-06-2025,Damaged,Refunded,21759,
RET00868,ORD029768,27-10-2025,Size/Fit Issue,Refunded,26429,
RET00869,ORD023175,17-07-2024,Size/Fit Issue,Refunded,14965,
RET00870,ORD009021,18-09-2024,Size/Fit Issue,Refunded,15387,
RET00871,ORD011166,19-12-2025,Changed Mind,Refunded,18066,
RET00872,ORD019432,23-07-2024,Quality Issue,Refunded,48348,
RET00873,ORD023418,16-11-2025,Size/Fit Issue,Refunded,17362,
RET00874,ORD008977,15-08-2024,Damaged,Refunded,31410,
RET00875,ORD024771,10-06-2025,Damaged,Refunded,15099,
RET00876,ORD016002,30-06-2026,Quality Issue,Refunded,8406,
RET00877,ORD019895,04-05-2024,Quality Issue,Refunded,7393,
RET00878,ORD014632,13-09-2025,Wrong Item,Refunded,10018,
RET00879,ORD009560,16-12-2024,Quality Issue,Processing,20322,
RET00880,ORD019356,26-01-2024,Changed Mind,Processing,51851,
RET00881,ORD026563,23-09-2024,Size/Fit Issue,Refunded,37652,
RET00882,ORD007484,28-05-2024,Changed Mind,Processing,6687,
RET00883,ORD017071,23-06-2025,Wrong Item,Refunded,8278,
RET00884,ORD002473,21-05-2026,Size/Fit Issue,Refunded,10716,
RET00885,ORD013250,16-03-2026,Late Delivery,Refunded,27705,
RET00886,ORD003750,21-05-2024,Late Delivery,Refunded,15453,
RET00887,ORD027020,23-05-2025,Quality Issue,Refunded,18935,
RET00888,ORD024539,25-01-2026,Damaged,Refunded,17302,
RET00889,ORD023570,23-07-2026,Changed Mind,Processing,23555,
RET00890,ORD007558,23-09-2025,Damaged,Refunded,13568,
RET00891,ORD018649,28-01-2024,Late Delivery,Processing,34159,
RET00892,ORD029736,19-08-2024,Wrong Item,Refunded,6252,
RET00893,ORD025448,21-08-2024,Changed Mind,Processing,17752,
RET00894,ORD010084,09-05-2026,Quality Issue,Refunded,2033,
RET00895,ORD023152,13-04-2025,Wrong Item,Refunded,1261,
RET00896,ORD028437,25-05-2026,Late Delivery,Refunded,25754,
RET00897,ORD028812,13-03-2025,Changed Mind,Refunded,35520,
RET00898,ORD011722,05-02-2025,Wrong Item,Refunded,6592,
RET00899,ORD017620,03-10-2024,Damaged,Processing,4802,
RET00900,ORD011636,10-06-2025,Damaged,Refunded,3812,
RET00901,ORD029523,23-02-2024,Size/Fit Issue,Refunded,24099,
RET00902,ORD022696,27-04-2024,Size/Fit Issue,Refunded,11333,
RET00903,ORD027895,27-11-2024,Changed Mind,Processing,13432,
RET00904,ORD008642,13-11-2025,Changed Mind,Refunded,13319,
RET00905,ORD019819,16-09-2024,Quality Issue,Refunded,5775,
RET00906,ORD003737,27-12-2024,Damaged,Refunded,24774,
RET00907,ORD014610,08-08-2025,Wrong Item,Refunded,20425,
RET00908,ORD014193,17-03-2025,Damaged,Refunded,2731,
RET00909,ORD016509,18-01-2024,Quality Issue,Refunded,19584,
RET00910,ORD021277,30-06-2026,Changed Mind,Refunded,37741,
RET00911,ORD007591,02-02-2024,Size/Fit Issue,Refunded,45424,
RET00912,ORD022094,10-01-2025,Size/Fit Issue,Refunded,4179,
RET00913,ORD025303,21-06-2024,Late Delivery,Refunded,25574,
RET00914,ORD010408,27-02-2024,Damaged,Refunded,10558,
RET00915,ORD016193,18-06-2026,Wrong Item,Refunded,20641,
RET00916,ORD004404,12-05-2026,Size/Fit Issue,Refunded,8533,
RET00917,ORD023576,22-05-2024,Changed Mind,Refunded,11137,
RET00918,ORD006018,11-08-2026,Wrong Item,Refunded,17354,
RET00919,ORD003619,04-10-2024,Damaged,Refunded,18182,
RET00920,ORD003035,05-05-2025,Wrong Item,Refunded,15245,
RET00921,ORD014171,28-12-2024,Changed Mind,Refunded,26339,
RET00922,ORD025482,09-01-2025,Late Delivery,Refunded,2523,
RET00923,ORD007298,15-03-2024,Damaged,Refunded,9147,
RET00924,ORD016256,08-09-2025,Damaged,Refunded,26585,
RET00925,ORD022480,08-02-2025,Damaged,Refunded,30989,
RET00926,ORD025212,23-09-2025,Quality Issue,Refunded,8568,
RET00927,ORD028813,26-08-2025,Changed Mind,Refunded,9687,
RET00928,ORD002975,27-08-2024,Damaged,Refunded,10685,
RET00929,ORD014328,06-06-2025,Quality Issue,Refunded,32576,
RET00930,ORD015288,07-02-2026,Damaged,Refunded,20321,
RET00931,ORD023114,15-07-2024,Size/Fit Issue,Refunded,22646,
RET00932,ORD005286,18-03-2024,Size/Fit Issue,Refunded,25051,
RET00933,ORD010430,21-08-2024,Size/Fit Issue,Refunded,14332,
RET00934,ORD016969,26-05-2024,Damaged,Refunded,13190,
RET00935,ORD022326,25-11-2025,Changed Mind,Refunded,17853,
RET00936,ORD026195,07-11-2024,Size/Fit Issue,Refunded,28316,
RET00937,ORD006759,20-09-2024,Damaged,Refunded,37470,
RET00938,ORD027756,19-07-2024,Late Delivery,Refunded,15029,
RET00939,ORD007824,20-08-2025,Size/Fit Issue,Refunded,20256,
RET00940,ORD007443,11-06-2025,Changed Mind,Processing,951,
RET00941,ORD024554,21-05-2024,Size/Fit Issue,Refunded,34179,
RET00942,ORD014495,27-02-2025,Size/Fit Issue,Refunded,16493,
RET00943,ORD003177,16-08-2025,Quality Issue,Refunded,8738,
RET00944,ORD004019,17-06-2024,Late Delivery,Refunded,29640,
RET00945,ORD022586,22-08-2025,Wrong Item,Refunded,6448,
RET00946,ORD015055,08-04-2024,Quality Issue,Refunded,27932,
RET00947,ORD025114,16-04-2024,Size/Fit Issue,Refunded,4425,
RET00948,ORD023966,23-04-2026,Changed Mind,Refunded,18400,
RET00949,ORD008434,03-09-2026,Damaged,Refunded,1037,
RET00950,ORD025728,07-11-2025,Size/Fit Issue,Refunded,7219,
RET00951,ORD021358,25-07-2025,Wrong Item,Processing,31104,
RET00952,ORD004865,28-05-2025,Late Delivery,Refunded,3029,
RET00953,ORD012142,16-04-2026,Changed Mind,Refunded,5440,
RET00954,ORD009627,09-03-2025,Damaged,Refunded,9475,
RET00955,ORD024454,27-10-2024,Quality Issue,Refunded,19274,
RET00956,ORD016511,25-03-2024,Size/Fit Issue,Refunded,36768,
RET00957,ORD023300,07-10-2024,Quality Issue,Refunded,12553,
RET00958,ORD002796,18-08-2024,Changed Mind,Refunded,16250,
RET00959,ORD002477,15-11-2024,Quality Issue,Refunded,20680,
RET00960,ORD012751,22-01-2024,Quality Issue,Refunded,2044,
RET00961,ORD002690,04-03-2024,Damaged,Refunded,4793,
RET00962,ORD013523,12-12-2024,Changed Mind,Refunded,49310,
RET00963,ORD017113,30-04-2024,Size/Fit Issue,Refunded,7485,
RET00964,ORD024954,27-12-2025,Size/Fit Issue,Refunded,7280,
RET00965,ORD004552,26-04-2024,Changed Mind,Processing,14371,
RET00966,ORD012377,02-11-2024,Size/Fit Issue,Refunded,9690,
RET00967,ORD018308,30-06-2025,Changed Mind,Refunded,5091,
RET00968,ORD008751,02-06-2024,Quality Issue,Refunded,41468,
RET00969,ORD019836,20-07-2024,Size/Fit Issue,Processing,7842,
RET00970,ORD013282,08-07-2024,Size/Fit Issue,Refunded,29387,
RET00971,ORD019459,11-02-2025,Damaged,Refunded,12201,
RET00972,ORD004346,29-07-2024,Damaged,Refunded,13291,
RET00973,ORD010585,20-10-2024,Damaged,Refunded,1044,
RET00974,ORD021319,30-05-2024,Quality Issue,Refunded,11038,
RET00975,ORD012226,28-12-2025,Changed Mind,Refunded,53844,
RET00976,ORD006554,16-02-2026,Damaged,Refunded,50294,
RET00977,ORD024903,29-07-2026,Wrong Item,Processing,4086,
RET00978,ORD012930,16-07-2024,Changed Mind,Refunded,30084,
RET00979,ORD008998,23-11-2024,Quality Issue,Refunded,17213,
RET00980,ORD024749,30-03-2024,Quality Issue,Refunded,2403,
RET00981,ORD025885,22-08-2024,Size/Fit Issue,Refunded,27320,
RET00982,ORD024892,06-10-2025,Quality Issue,Refunded,15841,
RET00983,ORD018485,21-06-2026,Quality Issue,Refunded,1786,
RET00984,ORD027454,27-08-2025,Changed Mind,Refunded,1052,
RET00985,ORD010033,04-06-2024,Quality Issue,Refunded,6265,
RET00986,ORD002441,18-07-2025,Size/Fit Issue,Refunded,4869,
RET00987,ORD000043,29-09-2024,Changed Mind,Refunded,12064,
RET00988,ORD020472,11-06-2026,Quality Issue,Refunded,29576,
RET00989,ORD018960,03-05-2026,Quality Issue,Refunded,30078,
RET00990,ORD009316,20-11-2024,Damaged,Processing,10503,
RET00991,ORD009731,11-04-2025,Wrong Item,Refunded,18649,
RET00992,ORD018141,23-07-2025,Size/Fit Issue,Refunded,5623,
RET00993,ORD022335,04-10-2025,Late Delivery,Refunded,26674,
RET00994,ORD018271,09-04-2025,Changed Mind,Refunded,14283,
RET00995,ORD002556,19-06-2026,Damaged,Refunded,9361,
RET00996,ORD029639,10-06-2025,Quality Issue,Refunded,4123,
RET00997,ORD025244,26-05-2026,Late Delivery,Refunded,24470,
RET00998,ORD014730,26-07-2026,Size/Fit Issue,Refunded,1175,
RET00999,ORD013562,23-07-2025,Changed Mind,Processing,34683,
RET01000,ORD028911,02-09-2026,Changed Mind,Refunded,25659,
RET01001,ORD015508,18-02-2026,Damaged,Processing,1740,
RET01002,ORD019817,03-07-2025,Damaged,Refunded,2426,
RET01003,ORD008744,30-01-2025,Changed Mind,Refunded,33219,
RET01004,ORD020300,25-05-2026,Size/Fit Issue,Refunded,5087,
RET01005,ORD029205,17-08-2026,Size/Fit Issue,Refunded,23294,
RET01006,ORD027972,08-04-2026,Late Delivery,Refunded,11861,
RET01007,ORD004435,01-09-2024,Quality Issue,Refunded,33800,
RET01008,ORD021841,11-09-2025,Size/Fit Issue,Refunded,4023,
RET01009,ORD010111,24-12-2025,Changed Mind,Refunded,1916,
RET01010,ORD011322,08-04-2024,Late Delivery,Refunded,539,
RET01011,ORD017828,23-07-2025,Quality Issue,Refunded,613,
RET01012,ORD015014,10-08-2026,Late Delivery,Refunded,45577,
RET01013,ORD002729,15-10-2024,Damaged,Refunded,27627,
RET01014,ORD027448,22-05-2024,Size/Fit Issue,Refunded,3389,
RET01015,ORD003566,06-08-2024,Quality Issue,Refunded,23913,
RET01016,ORD002940,06-12-2025,Changed Mind,Refunded,37116,
RET01017,ORD023142,07-06-2025,Size/Fit Issue,Refunded,9297,
RET01018,ORD018139,19-08-2025,Wrong Item,Refunded,18893,
RET01019,ORD011592,02-04-2026,Quality Issue,Refunded,123,
RET01020,ORD011946,19-02-2026,Size/Fit Issue,Refunded,8669,
RET01021,ORD012449,23-01-2025,Damaged,Processing,10516,
RET01022,ORD010151,02-02-2024,Size/Fit Issue,Refunded,3729,
RET01023,ORD020763,24-04-2025,Size/Fit Issue,Refunded,29053,
RET01024,ORD023993,02-03-2026,Late Delivery,Refunded,12810,
RET01025,ORD019522,24-12-2025,Damaged,Refunded,19468,
RET01026,ORD016098,23-08-2024,Size/Fit Issue,Refunded,27709,
RET01027,ORD016394,31-08-2024,Damaged,Processing,24873,
RET01028,ORD015039,11-03-2026,Size/Fit Issue,Refunded,2802,
RET01029,ORD017128,10-11-2024,Size/Fit Issue,Refunded,1773,
RET01030,ORD008572,01-07-2025,Changed Mind,Refunded,4156,
RET01031,ORD023670,06-05-2025,Size/Fit Issue,Refunded,28639,
RET01032,ORD016110,08-09-2026,Late Delivery,Refunded,6358,
RET01033,ORD027137,06-08-2025,Wrong Item,Refunded,13918,
RET01034,ORD027903,07-07-2026,Quality Issue,Refunded,33334,
RET01035,ORD017159,15-02-2026,Changed Mind,Refunded,2861,
RET01036,ORD022227,29-01-2026,Changed Mind,Refunded,3795,
RET01037,ORD010469,29-04-2025,Damaged,Refunded,58441,
RET01038,ORD012149,16-01-2024,Changed Mind,Refunded,330,
RET01039,ORD024297,17-05-2025,Quality Issue,Refunded,762,
RET01040,ORD017055,09-03-2026,Size/Fit Issue,Refunded,1016,
RET01041,ORD006892,07-05-2026,Size/Fit Issue,Refunded,22154,
RET01042,ORD000578,31-10-2024,Changed Mind,Refunded,28208,
RET01043,ORD023648,18-02-2026,Damaged,Refunded,13907,
RET01044,ORD001878,16-12-2025,Wrong Item,Refunded,23277,
RET01045,ORD013334,24-07-2025,Size/Fit Issue,Refunded,1664,
RET01046,ORD006362,20-03-2024,Changed Mind,Refunded,44240,
RET01047,ORD006014,08-03-2026,Size/Fit Issue,Refunded,19129,
RET01048,ORD021410,25-10-2025,Size/Fit Issue,Refunded,33839,
RET01049,ORD006699,17-07-2024,Wrong Item,Refunded,25489,
RET01050,ORD011012,06-02-2024,Quality Issue,Refunded,21528,
RET01051,ORD025216,14-04-2024,Quality Issue,Refunded,11500,
RET01052,ORD026980,27-11-2025,Wrong Item,Refunded,12880,
RET01053,ORD020747,09-07-2024,Late Delivery,Refunded,58362,
RET01054,ORD002445,24-05-2026,Quality Issue,Refunded,20123,
RET01055,ORD013170,25-12-2025,Size/Fit Issue,Refunded,14153,
RET01056,ORD013018,23-03-2024,Size/Fit Issue,Refunded,17824,
RET01057,ORD026880,11-08-2026,Damaged,Refunded,1163,
RET01058,ORD023899,19-04-2024,Damaged,Refunded,7782,
RET01059,ORD025035,01-05-2026,Size/Fit Issue,Refunded,34487,
RET01060,ORD007820,16-06-2026,Changed Mind,Refunded,13377,
RET01061,ORD023038,01-02-2024,Size/Fit Issue,Refunded,3942,
RET01062,ORD007166,14-06-2025,Size/Fit Issue,Refunded,6691,
RET01063,ORD001951,22-12-2025,Late Delivery,Refunded,42493,
RET01064,ORD020379,16-09-2025,Size/Fit Issue,Refunded,37529,
RET01065,ORD027539,22-08-2025,Size/Fit Issue,Refunded,80,
RET01066,ORD004122,26-01-2024,Wrong Item,Refunded,5702,
RET01067,ORD022013,03-04-2026,Changed Mind,Refunded,24165,
RET01068,ORD006683,07-04-2026,Late Delivery,Processing,25040,
RET01069,ORD001551,27-06-2024,Size/Fit Issue,Refunded,16818,
RET01070,ORD012869,05-01-2026,Size/Fit Issue,Refunded,4431,
RET01071,ORD013823,30-08-2024,Size/Fit Issue,Processing,8757,
RET01072,ORD013405,31-08-2024,Changed Mind,Refunded,37839,
RET01073,ORD004170,03-02-2024,Size/Fit Issue,Refunded,13008,
RET01074,ORD003482,14-06-2026,Wrong Item,Refunded,1687,
RET01075,ORD025799,07-12-2024,Changed Mind,Refunded,62752,
RET01076,ORD016912,22-07-2024,Quality Issue,Processing,20798,
RET01077,ORD006639,21-10-2025,Late Delivery,Refunded,12413,
RET01078,ORD002808,19-10-2025,Wrong Item,Refunded,18497,
RET01079,ORD026059,23-01-2025,Late Delivery,Refunded,25916,
RET01080,ORD024138,27-07-2024,Changed Mind,Refunded,10033,
RET01081,ORD026255,11-03-2024,Wrong Item,Refunded,14207,
RET01082,ORD024614,06-09-2025,Quality Issue,Refunded,23647,
RET01083,ORD003700,23-06-2026,Quality Issue,Refunded,6899,
RET01084,ORD029001,12-06-2026,Damaged,Refunded,16887,
RET01085,ORD025745,16-04-2025,Damaged,Refunded,17462,
RET01086,ORD009986,29-11-2024,Quality Issue,Refunded,17146,
RET01087,ORD006346,27-06-2025,Wrong Item,Refunded,21163,
RET01088,ORD024143,11-07-2025,Size/Fit Issue,Refunded,32656,
RET01089,ORD009827,29-04-2024,Late Delivery,Processing,11755,
RET01090,ORD020101,03-05-2026,Late Delivery,Refunded,2185,
RET01091,ORD012070,24-08-2026,Changed Mind,Refunded,23089,
RET01092,ORD001155,13-08-2025,Size/Fit Issue,Refunded,1634,
RET01093,ORD020779,11-10-2024,Damaged,Processing,21661,
RET01094,ORD025466,23-12-2025,Late Delivery,Refunded,32522,
RET01095,ORD024821,28-04-2026,Damaged,Refunded,14010,
RET01096,ORD011225,17-01-2026,Quality Issue,Refunded,1309,
RET01097,ORD003401,12-03-2026,Changed Mind,Refunded,19159,
RET01098,ORD021507,04-09-2026,Damaged,Refunded,3879,
RET01099,ORD010833,28-05-2026,Quality Issue,Refunded,52879,
RET01100,ORD009436,05-10-2024,Damaged,Refunded,40955,
RET01101,ORD024475,29-12-2025,Changed Mind,Refunded,14341,
RET01102,ORD024602,31-07-2025,Late Delivery,Refunded,3105,
RET01103,ORD017838,16-06-2026,Size/Fit Issue,Refunded,9828,
RET01104,ORD004857,16-06-2025,Quality Issue,Refunded,9809,
RET01105,ORD027835,06-05-2025,Size/Fit Issue,Refunded,17700,
RET01106,ORD007557,22-12-2025,Late Delivery,Refunded,41339,
RET01107,ORD002057,20-06-2026,Changed Mind,Refunded,29930,
RET01108,ORD009487,05-12-2024,Changed Mind,Refunded,35336,
RET01109,ORD007734,25-11-2025,Size/Fit Issue,Refunded,28131,
RET01110,ORD029662,15-02-2024,Damaged,Refunded,22057,
RET01111,ORD020407,30-05-2024,Size/Fit Issue,Refunded,9043,
RET01112,ORD027394,22-05-2024,Late Delivery,Refunded,11028,
RET01113,ORD029006,05-07-2026,Damaged,Refunded,37322,
RET01114,ORD015048,19-07-2026,Changed Mind,Refunded,5050,
RET01115,ORD017601,23-10-2025,Changed Mind,Refunded,12671,
RET01116,ORD012094,24-08-2024,Size/Fit Issue,Processing,12938,
RET01117,ORD024781,24-09-2024,Wrong Item,Refunded,39116,
RET01118,ORD025649,28-11-2025,Size/Fit Issue,Refunded,40010,
RET01119,ORD002980,01-06-2024,Wrong Item,Refunded,27507,
RET01120,ORD018941,28-02-2025,Damaged,Refunded,13601,
RET01121,ORD011801,10-09-2024,Size/Fit Issue,Refunded,13652,
RET01122,ORD023983,20-12-2024,Damaged,Refunded,18386,
RET01123,ORD011338,08-09-2026,Size/Fit Issue,Refunded,8608,
RET01124,ORD018865,29-05-2024,Changed Mind,Refunded,4958,
RET01125,ORD005055,28-05-2025,Size/Fit Issue,Refunded,12454,
RET01126,ORD019787,06-07-2026,Damaged,Refunded,19825,
RET01127,ORD023814,21-08-2024,Wrong Item,Refunded,11423,
RET01128,ORD009486,19-07-2025,Size/Fit Issue,Refunded,2598,
RET01129,ORD029341,09-05-2025,Quality Issue,Refunded,7344,
RET01130,ORD002087,10-08-2026,Size/Fit Issue,Refunded,16502,
RET01131,ORD024944,21-02-2024,Size/Fit Issue,Refunded,37639,
RET01132,ORD008658,13-07-2024,Quality Issue,Refunded,21571,
RET01133,ORD003179,20-09-2026,Changed Mind,Refunded,18920,
RET01134,ORD021553,27-05-2024,Changed Mind,Refunded,9878,
RET01135,ORD026477,04-01-2026,Damaged,Refunded,23700,
RET01136,ORD025541,01-04-2026,Size/Fit Issue,Refunded,27358,
RET01137,ORD021810,09-01-2026,Changed Mind,Processing,26334,
RET01138,ORD008579,01-05-2024,Changed Mind,Refunded,41740,
RET01139,ORD005735,17-11-2024,Late Delivery,Refunded,3747,
RET01140,ORD020982,02-09-2024,Quality Issue,Refunded,16729,
RET01141,ORD020910,21-06-2024,Size/Fit Issue,Refunded,13588,
RET01142,ORD024104,27-09-2025,Late Delivery,Refunded,43885,
RET01143,ORD009186,27-04-2024,Quality Issue,Refunded,5651,
RET01144,ORD001482,03-04-2024,Size/Fit Issue,Refunded,12723,
RET01145,ORD018469,08-07-2026,Quality Issue,Refunded,34727,
RET01146,ORD026050,11-09-2025,Size/Fit Issue,Refunded,33797,
RET01147,ORD002149,13-05-2024,Quality Issue,Refunded,34463,
RET01148,ORD020159,23-11-2025,Changed Mind,Refunded,1175,
RET01149,ORD009766,01-11-2025,Size/Fit Issue,Refunded,8170,
RET01150,ORD004472,06-08-2026,Size/Fit Issue,Refunded,9681,
RET01151,ORD008657,07-09-2024,Quality Issue,Refunded,26492,
RET01152,ORD003016,17-06-2026,Damaged,Refunded,2624,
RET01153,ORD025475,01-04-2024,Size/Fit Issue,Refunded,15004,
RET01154,ORD026658,06-03-2024,Changed Mind,Refunded,1310,
RET01155,ORD024353,04-06-2026,Wrong Item,Refunded,5429,
RET01156,ORD011051,07-12-2024,Size/Fit Issue,Refunded,11617,
RET01157,ORD004303,07-05-2026,Changed Mind,Refunded,19483,
RET01158,ORD013605,28-08-2025,Size/Fit Issue,Refunded,9955,
RET01159,ORD017456,27-07-2025,Changed Mind,Refunded,19163,
RET01160,ORD002152,29-08-2026,Changed Mind,Processing,45979,
RET01161,ORD026664,04-08-2024,Quality Issue,Refunded,12300,
RET01162,ORD017081,08-01-2025,Late Delivery,Processing,5405,
RET01163,ORD014161,19-10-2024,Size/Fit Issue,Refunded,37152,
RET01164,ORD022069,28-03-2026,Wrong Item,Refunded,42978,
RET01165,ORD012933,11-07-2026,Wrong Item,Refunded,6671,
RET01166,ORD029972,17-10-2025,Changed Mind,Refunded,447,
RET01167,ORD020377,10-11-2025,Size/Fit Issue,Refunded,5028,
RET01168,ORD008807,19-12-2025,Changed Mind,Refunded,12087,
RET01169,ORD008310,26-06-2024,Changed Mind,Refunded,20773,
RET01170,ORD003936,10-06-2026,Late Delivery,Refunded,20796,
RET01171,ORD003612,11-11-2024,Changed Mind,Processing,4967,
RET01172,ORD017117,21-01-2025,Changed Mind,Refunded,4202,
RET01173,ORD008386,28-10-2024,Wrong Item,Refunded,35742,
RET01174,ORD008387,15-11-2024,Changed Mind,Processing,8603,
RET01175,ORD001602,28-04-2025,Damaged,Refunded,10187,
RET01176,ORD020815,06-02-2024,Changed Mind,Refunded,6819,
RET01177,ORD005459,14-05-2026,Wrong Item,Refunded,7813,
RET01178,ORD021430,22-05-2024,Changed Mind,Refunded,2639,
RET01179,ORD002390,11-11-2024,Changed Mind,Processing,694,
RET01180,ORD016593,11-02-2024,Late Delivery,Refunded,20522,
RET01181,ORD028034,29-05-2025,Late Delivery,Refunded,66532,
RET01182,ORD007679,09-06-2026,Late Delivery,Refunded,14050,
RET01183,ORD002761,12-09-2025,Size/Fit Issue,Refunded,6266,
RET01184,ORD016043,30-04-2024,Quality Issue,Refunded,14279,
RET01185,ORD026021,12-02-2026,Size/Fit Issue,Refunded,17459,
RET01186,ORD020680,05-07-2026,Damaged,Refunded,1649,
RET01187,ORD014622,15-01-2025,Size/Fit Issue,Refunded,8849,
RET01188,ORD012636,30-03-2026,Damaged,Refunded,29731,
RET01189,ORD020006,15-10-2025,Wrong Item,Refunded,3902,
RET01190,ORD003458,25-03-2024,Quality Issue,Refunded,8864,
RET01191,ORD011256,21-02-2026,Late Delivery,Refunded,15124,
RET01192,ORD010326,04-10-2025,Quality Issue,Processing,9632,
RET01193,ORD028321,11-07-2024,Size/Fit Issue,Refunded,13543,
RET01194,ORD021388,31-10-2024,Wrong Item,Processing,522,
RET01195,ORD007306,06-04-2024,Size/Fit Issue,Refunded,42420,
RET01196,ORD017753,07-11-2024,Quality Issue,Refunded,37398,
RET01197,ORD026914,08-10-2024,Changed Mind,Refunded,9641,
RET01198,ORD020410,28-03-2026,Wrong Item,Refunded,3607,
RET01199,ORD009068,02-06-2025,Damaged,Refunded,32701,
RET01200,ORD026305,17-05-2025,Changed Mind,Refunded,19269,
RET01201,ORD002745,13-03-2024,Quality Issue,Refunded,18219,
RET01202,ORD012088,19-08-2024,Damaged,Refunded,2673,
RET01203,ORD019145,18-01-2025,Late Delivery,Refunded,5301,
RET01204,ORD018000,08-01-2025,Wrong Item,Refunded,28081,
RET01205,ORD013058,09-03-2024,Quality Issue,Refunded,6950,
RET01206,ORD026253,29-11-2025,Size/Fit Issue,Refunded,28842,
RET01207,ORD013885,04-12-2025,Size/Fit Issue,Processing,37831,
RET01208,ORD018659,16-01-2024,Late Delivery,Processing,2068,
RET01209,ORD012139,17-03-2025,Quality Issue,Refunded,16652,
RET01210,ORD021746,20-01-2026,Damaged,Refunded,14918,
RET01211,ORD018002,19-08-2026,Quality Issue,Refunded,16205,
RET01212,ORD011090,31-07-2026,Size/Fit Issue,Refunded,13535,
RET01213,ORD026109,13-02-2026,Late Delivery,Processing,14239,
RET01214,ORD015104,30-01-2025,Quality Issue,Refunded,19941,
RET01215,ORD025532,09-02-2026,Late Delivery,Refunded,18490,
RET01216,ORD015495,31-08-2024,Wrong Item,Refunded,18837,
RET01217,ORD024803,16-10-2024,Wrong Item,Refunded,14660,
RET01218,ORD022962,12-10-2024,Size/Fit Issue,Refunded,396,
RET01219,ORD021239,28-11-2024,Wrong Item,Processing,14448,
RET01220,ORD014538,14-08-2026,Size/Fit Issue,Refunded,8691,
RET01221,ORD010839,23-04-2024,Damaged,Refunded,14480,
RET01222,ORD001616,06-12-2024,Size/Fit Issue,Refunded,830,
